resumption of the session	reanudación del período de sesiones
it is just as good environmentally to burn old plastic as to burn new oil for energy recovery .	desde el punto de vista medioambiental , es tan bueno quemar plástico viejo como quemar nuevo combustible para recuperar energía
this method of disposal of cars carries no cost and so would eliminate the whole issue of who pays because	este método de eliminación de coches no implica costes y , de este modo , eliminaría toda la cuestión acerca
i would oppose this directive on the basis that it is too prescriptive , it ignores what is actually going	me opongo a esta directiva sobre la base de que es demasiado prescriptiva , ignora como opera efectivamente el actual
mr president , the common position is sound , but it is up to parliament to improve the common position	señor presidente , señoras y señores diputados , la posición común relativa a los vehículos al final de su vida
the social-democratic group has submitted a few important proposals for improvement over the past couple of days .	el grupo socialdemócrata ha formulado propuestas importantes de mejora en los últimos días .
i would especially draw your attention to amendment no 45 , in which a choice is made in favour of	sobre todo llamo su atención sobre la enmienda 45. en ella se opta por que los costes del desmontaje y
consequently , consideration will also be given to recycling during the conception phase and production .	de esa manera , tanto en la fase de concepción y como en la de fabricación se tendrá en cuenta
for the cars currently on the road , it would be reasonable to share the cost , for example by	en el caso de los coches que aún están en funcionamiento es razonable compartir los costes , por ejemplo ,
the common position stipulates that manufacturers should not only bear the cost , they should also take back end-of-life vehicles	en la posición común , los productores no sólo tienen que correr con todos los costes sino que deben encargarse
this is a big problem in my opinion .	a mi modo de ver esto constituye un grave problema .
i urge that car manufacturers should most definitely not be given the task of organising the dismantling and recycling of	abogo por que la organización del desguace y el reciclado no recaiga únicamente en los fabricantes de coches , porque
